# Graph processed from file: ../lab2/lab2.osm.xml
-123.2388	-123.1619	44.8271	44.8773
-3040.76451165313	3040.7645116522554	-2789.328873008638	2790.0601545521063
7254	1052	1982
475477299	44.8576085	-123.2147739	0.0
38655173	44.8319633	-123.1785704	0.0
486568089	44.8442649	-123.1841643	0.0
479376118	44.8616246	-123.211398	0.0
484029824	44.854575	-123.184003	0.0
38686414	44.848441	-123.1936088	0.0
485046792	44.8617916	-123.1950837	0.0
1677671646	44.8438602	-123.2209899	0.0
484693134	44.8480786	-123.1858025	0.0
486568202	44.8453054	-123.187382	0.0
475469388	44.8470052	-123.1992544	0.0
479330526	44.8585594	-123.1941309	0.0
1776318559	44.8555371	-123.2387622	0.0
479388962	44.8541898	-123.1966593	0.0
38687979	44.8461274	-123.2132305	0.0
483898489	44.863832	-123.2072319	0.0
1776359381	44.8544282	-123.2360172	0.0
1677690298	44.8543862	-123.2305691	0.0
402283869	44.8586233	-123.1794729	0.0
486568335	44.8476956	-123.2045201	0.0
38673274	44.8572627	-123.2377426	0.0
454264619	44.849416	-123.210158	0.0
486568397	44.8481415	-123.205063	0.0
483976030	44.8608042	-123.1896888	0.0
488543149	44.8672004	-123.1694331	0.0
38671607	44.8518684	-123.2317893	0.0
1300015924	44.8414615	-123.2150057	0.0
1776370853	44.8518426	-123.2248368	0.0
484692839	44.8483425	-123.181109	0.0
1677690318	44.8548107	-123.2352951	0.0
478308446	44.8539532	-123.187507	0.0
484029727	44.8520126	-123.193531	0.0
1677690292	44.8542619	-123.2213532	0.0
486568139	44.8440208	-123.1853134	0.0
484692489	44.8605948	-123.1826165	0.0
475477289	44.8564455	-123.217955	0.0
475477983	44.8610885	-123.2115334	0.0
478346587	44.8559069	-123.1863403	0.0
1773023934	44.8511648	-123.189694	0.0
486568359	44.8491617	-123.204449	0.0
483850638	44.8658455	-123.1965695	0.0
1677671729	44.8454315	-123.2351088	0.0
1772993065	44.8540558	-123.2089277	0.0
38594975	44.8507141	-123.2349745	0.0
478332225	44.8498565	-123.2063877	0.0
483898704	44.8715868	-123.2184976	0.0
454048425	44.850433	-123.212158	0.0
